idx,id,code,path,sequencelength,classid,classname,region,fold
14564,32300419,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32300419.csv,87,2,Winter Wheat,Harvey,4
14565,27706597,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\27706597.csv,43,2,Winter Wheat,Harvey,4
14566,31307195,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\31307195.csv,82,2,Winter Wheat,Harvey,3
14567,27307238,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\27307238.csv,79,2,Winter Wheat,Harvey,1
14568,32203397,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32203397.csv,83,2,Winter Wheat,Harvey,3
14569,27306917,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\27306917.csv,81,2,Winter Wheat,Harvey,1
14570,31211065,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\31211065.csv,82,2,Winter Wheat,Harvey,5
14571,32604779,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32604779.csv,82,2,Winter Wheat,Harvey,2
14572,32705371,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32705371.csv,43,2,Winter Wheat,Harvey,3
14573,32505368,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32505368.csv,87,2,Winter Wheat,Harvey,1
14574,29003602,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\29003602.csv,83,2,Winter Wheat,Harvey,4
14575,32005748,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32005748.csv,85,2,Winter Wheat,Harvey,4
14576,27104654,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\27104654.csv,77,2,Winter Wheat,Harvey,2
14577,32208206,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32208206.csv,86,2,Winter Wheat,Harvey,3
14578,28201042,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\28201042.csv,80,2,Winter Wheat,Harvey,5
14579,31601422,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\31601422.csv,83,2,Winter Wheat,Harvey,3
14580,27602211,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\27602211.csv,43,2,Winter Wheat,Harvey,3
14581,29002136,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\29002136.csv,81,2,Winter Wheat,Harvey,4
14582,30308352,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\30308352.csv,81,2,Winter Wheat,Harvey,3
14583,27603080,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\27603080.csv,45,2,Winter Wheat,Harvey,3
14584,30603985,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\30603985.csv,47,2,Winter Wheat,Harvey,3
14585,29303701,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\29303701.csv,85,2,Winter Wheat,Harvey,2
14586,31903484,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\31903484.csv,44,2,Winter Wheat,Harvey,1
14587,28606916,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\28606916.csv,45,2,Winter Wheat,Harvey,2
14588,32604077,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32604077.csv,79,2,Winter Wheat,Harvey,2
14589,32506616,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32506616.csv,85,2,Winter Wheat,Harvey,1
14590,27207154,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\27207154.csv,78,2,Winter Wheat,Harvey,5
14591,30304442,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\30304442.csv,85,2,Winter Wheat,Harvey,3
14592,31205184,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\31205184.csv,82,2,Winter Wheat,Harvey,5
14593,27307917,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\27307917.csv,81,2,Winter Wheat,Harvey,1
14594,29004341,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\29004341.csv,80,2,Winter Wheat,Harvey,4
14595,30306550,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\30306550.csv,83,2,Winter Wheat,Harvey,3
14596,31209625,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\31209625.csv,81,2,Winter Wheat,Harvey,5
14597,32009643,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32009643.csv,85,2,Winter Wheat,Harvey,4
14598,32306533,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\32306533.csv,84,2,Winter Wheat,Harvey,4
14599,28501089,24,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Harvey\28501089.csv,82,2,Winter Wheat,Harvey,1
14600,12605766,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12605766.csv,38,1,Corn,Coahoma,4
14601,14300561,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14300561.csv,37,1,Corn,Coahoma,2
14602,12605453,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12605453.csv,38,1,Corn,Coahoma,4
14603,18511756,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\18511756.csv,37,1,Corn,Coahoma,5
14604,15100445,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15100445.csv,41,1,Corn,Coahoma,2
14605,11504601,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11504601.csv,38,1,Corn,Coahoma,5
14606,18606276,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\18606276.csv,37,1,Corn,Coahoma,1
14607,13205554,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13205554.csv,37,1,Corn,Coahoma,1
14608,16204128,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16204128.csv,40,1,Corn,Coahoma,1
14609,15307469,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15307469.csv,36,1,Corn,Coahoma,5
14610,12000722,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12000722.csv,38,1,Corn,Coahoma,5
14611,12101786,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12101786.csv,36,1,Corn,Coahoma,4
14612,11306332,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11306332.csv,38,1,Corn,Coahoma,4
14613,11304246,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11304246.csv,40,1,Corn,Coahoma,4
14614,11306293,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11306293.csv,38,1,Corn,Coahoma,4
14615,11305243,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11305243.csv,40,1,Corn,Coahoma,4
14616,12101791,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12101791.csv,36,1,Corn,Coahoma,4
14617,13203619,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13203619.csv,39,1,Corn,Coahoma,1
14618,13205393,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13205393.csv,39,1,Corn,Coahoma,1
14619,14300759,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14300759.csv,38,1,Corn,Coahoma,2
14620,17809569,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17809569.csv,35,1,Corn,Coahoma,5
14621,17711384,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17711384.csv,37,1,Corn,Coahoma,2
14622,15210755,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15210755.csv,37,1,Corn,Coahoma,5
14623,12004578,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12004578.csv,35,1,Corn,Coahoma,5
14624,13201421,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13201421.csv,40,1,Corn,Coahoma,1
14625,11506779,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11506779.csv,41,1,Corn,Coahoma,5
14626,12511121,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12511121.csv,39,1,Corn,Coahoma,4
14627,12101502,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12101502.csv,36,1,Corn,Coahoma,4
14628,14112038,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14112038.csv,40,1,Corn,Coahoma,1
14629,12604598,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12604598.csv,36,1,Corn,Coahoma,4
14630,12302685,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12302685.csv,39,1,Corn,Coahoma,5
14631,11305603,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11305603.csv,37,1,Corn,Coahoma,4
14632,12607437,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12607437.csv,36,1,Corn,Coahoma,4
14633,11505274,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11505274.csv,38,1,Corn,Coahoma,5
14634,13205375,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13205375.csv,37,1,Corn,Coahoma,1
14635,18605392,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\18605392.csv,36,1,Corn,Coahoma,1
14636,12311881,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12311881.csv,39,1,Corn,Coahoma,5
14637,16604982,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16604982.csv,34,1,Corn,Coahoma,4
14638,11400486,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11400486.csv,37,1,Corn,Coahoma,3
14639,14008352,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14008352.csv,41,1,Corn,Coahoma,3
14640,15201956,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15201956.csv,38,1,Corn,Coahoma,5
14641,12400574,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12400574.csv,36,1,Corn,Coahoma,1
14642,12301368,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12301368.csv,40,1,Corn,Coahoma,5
14643,14009569,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14009569.csv,41,1,Corn,Coahoma,3
14644,11909519,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11909519.csv,37,1,Corn,Coahoma,3
14645,14202761,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14202761.csv,37,1,Corn,Coahoma,2
14646,11306259,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11306259.csv,39,1,Corn,Coahoma,4
14647,12007645,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12007645.csv,37,1,Corn,Coahoma,5
14648,13506256,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13506256.csv,39,1,Corn,Coahoma,2
14649,13401890,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13401890.csv,38,1,Corn,Coahoma,3
14650,18000630,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\18000630.csv,36,1,Corn,Coahoma,4
14651,11914102,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11914102.csv,38,1,Corn,Coahoma,3
14652,11305070,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11305070.csv,40,1,Corn,Coahoma,4
14653,16906731,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16906731.csv,38,1,Corn,Coahoma,1
14654,15100386,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15100386.csv,40,1,Corn,Coahoma,2
14655,11906835,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11906835.csv,37,1,Corn,Coahoma,3
14656,11505383,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11505383.csv,38,1,Corn,Coahoma,5
14657,15100577,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15100577.csv,41,1,Corn,Coahoma,2
14658,15210826,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15210826.csv,37,1,Corn,Coahoma,5
14659,16204233,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16204233.csv,38,1,Corn,Coahoma,1
14660,12606574,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12606574.csv,38,1,Corn,Coahoma,4
14661,17101107,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17101107.csv,39,1,Corn,Coahoma,3
14662,12311751,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12311751.csv,38,1,Corn,Coahoma,5
14663,14300533,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14300533.csv,37,1,Corn,Coahoma,2
14664,12105424,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12105424.csv,40,1,Corn,Coahoma,4
14665,11306288,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11306288.csv,39,1,Corn,Coahoma,4
14666,16203978,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16203978.csv,39,1,Corn,Coahoma,1
14667,17711458,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17711458.csv,37,1,Corn,Coahoma,2
14668,17809575,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17809575.csv,36,1,Corn,Coahoma,5
14669,12607467,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12607467.csv,39,1,Corn,Coahoma,4
14670,13200169,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13200169.csv,39,1,Corn,Coahoma,1
14671,17710551,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17710551.csv,36,1,Corn,Coahoma,2
14672,14103897,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14103897.csv,38,1,Corn,Coahoma,1
14673,18606691,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\18606691.csv,36,1,Corn,Coahoma,1
14674,12602324,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12602324.csv,40,1,Corn,Coahoma,4
14675,13203360,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13203360.csv,39,1,Corn,Coahoma,1
14676,12905067,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12905067.csv,43,1,Corn,Coahoma,4
14677,11508272,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11508272.csv,40,1,Corn,Coahoma,5
14678,11505594,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11505594.csv,39,1,Corn,Coahoma,5
14679,14204324,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14204324.csv,40,1,Corn,Coahoma,2
14680,12313071,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12313071.csv,40,1,Corn,Coahoma,5
14681,15903544,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15903544.csv,42,1,Corn,Coahoma,2
14682,12510961,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12510961.csv,39,1,Corn,Coahoma,4
14683,17809823,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17809823.csv,36,1,Corn,Coahoma,5
14684,12511959,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12511959.csv,38,1,Corn,Coahoma,4
14685,12606293,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12606293.csv,40,1,Corn,Coahoma,4
14686,11405813,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11405813.csv,37,1,Corn,Coahoma,3
14687,14205347,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14205347.csv,37,1,Corn,Coahoma,2
14688,12312350,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12312350.csv,39,1,Corn,Coahoma,5
14689,15210761,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15210761.csv,37,1,Corn,Coahoma,5
14690,18606366,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\18606366.csv,37,1,Corn,Coahoma,1
14691,17809300,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17809300.csv,36,1,Corn,Coahoma,5
14692,12512663,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12512663.csv,38,1,Corn,Coahoma,4
14693,14205265,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14205265.csv,37,1,Corn,Coahoma,2
14694,15100645,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15100645.csv,41,1,Corn,Coahoma,2
14695,14401893,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14401893.csv,37,1,Corn,Coahoma,5
14696,13507714,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13507714.csv,40,1,Corn,Coahoma,2
14697,15908859,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15908859.csv,40,1,Corn,Coahoma,2
14698,13000359,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13000359.csv,38,1,Corn,Coahoma,5
14699,17808954,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17808954.csv,36,1,Corn,Coahoma,5
14700,15206227,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15206227.csv,37,1,Corn,Coahoma,5
14701,15900970,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15900970.csv,40,1,Corn,Coahoma,2
14702,12606985,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12606985.csv,38,1,Corn,Coahoma,4
14703,12607490,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12607490.csv,38,1,Corn,Coahoma,4
14704,13004767,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13004767.csv,41,1,Corn,Coahoma,5
14705,12312199,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12312199.csv,39,1,Corn,Coahoma,5
14706,16904376,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16904376.csv,40,1,Corn,Coahoma,1
14707,13203950,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13203950.csv,39,1,Corn,Coahoma,1
14708,16905073,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16905073.csv,38,1,Corn,Coahoma,1
14709,17810535,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17810535.csv,36,1,Corn,Coahoma,5
14710,14103906,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14103906.csv,39,1,Corn,Coahoma,1
14711,13202363,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13202363.csv,39,1,Corn,Coahoma,1
14712,14108213,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14108213.csv,38,1,Corn,Coahoma,1
14713,12607370,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12607370.csv,37,1,Corn,Coahoma,4
14714,15900288,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15900288.csv,39,1,Corn,Coahoma,2
14715,14202232,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14202232.csv,38,1,Corn,Coahoma,2
14716,13503424,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13503424.csv,41,1,Corn,Coahoma,2
14717,15100918,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15100918.csv,40,1,Corn,Coahoma,2
14718,13502507,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13502507.csv,39,1,Corn,Coahoma,2
14719,11507612,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11507612.csv,40,1,Corn,Coahoma,5
14720,11306718,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11306718.csv,39,1,Corn,Coahoma,4
14721,16907120,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16907120.csv,38,1,Corn,Coahoma,1
14722,12607246,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12607246.csv,39,1,Corn,Coahoma,4
14723,12309015,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12309015.csv,40,1,Corn,Coahoma,5
14724,12605048,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12605048.csv,39,1,Corn,Coahoma,4
14725,15904550,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15904550.csv,42,1,Corn,Coahoma,2
14726,13000357,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13000357.csv,39,1,Corn,Coahoma,5
14727,15900320,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15900320.csv,42,1,Corn,Coahoma,2
14728,11904323,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11904323.csv,36,1,Corn,Coahoma,3
14729,18510225,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\18510225.csv,37,1,Corn,Coahoma,5
14730,16705419,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16705419.csv,40,1,Corn,Coahoma,1
14731,11405252,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11405252.csv,36,1,Corn,Coahoma,3
14732,14404205,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14404205.csv,39,1,Corn,Coahoma,5
14733,12312498,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12312498.csv,41,1,Corn,Coahoma,5
14734,14405015,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14405015.csv,37,1,Corn,Coahoma,5
14735,13204288,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13204288.csv,40,1,Corn,Coahoma,1
14736,11306821,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11306821.csv,37,1,Corn,Coahoma,4
14737,16204221,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16204221.csv,38,1,Corn,Coahoma,1
14738,12309952,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12309952.csv,40,1,Corn,Coahoma,5
14739,14403255,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14403255.csv,38,1,Corn,Coahoma,5
14740,11505702,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11505702.csv,37,1,Corn,Coahoma,5
14741,12302958,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12302958.csv,39,1,Corn,Coahoma,5
14742,16701779,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16701779.csv,38,1,Corn,Coahoma,1
14743,15900504,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15900504.csv,41,1,Corn,Coahoma,2
14744,15901353,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15901353.csv,41,1,Corn,Coahoma,2
14745,15210829,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15210829.csv,38,1,Corn,Coahoma,5
14746,11904633,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11904633.csv,36,1,Corn,Coahoma,3
14747,13503422,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13503422.csv,41,1,Corn,Coahoma,2
14748,17000004,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\17000004.csv,38,1,Corn,Coahoma,5
14749,18605600,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\18605600.csv,35,1,Corn,Coahoma,1
14750,15908461,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15908461.csv,37,1,Corn,Coahoma,2
14751,12000587,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12000587.csv,36,1,Corn,Coahoma,5
14752,11401510,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11401510.csv,37,1,Corn,Coahoma,3
14753,11305914,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11305914.csv,39,1,Corn,Coahoma,4
14754,14300945,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14300945.csv,38,1,Corn,Coahoma,2
14755,12400434,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12400434.csv,37,1,Corn,Coahoma,1
14756,13200439,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13200439.csv,40,1,Corn,Coahoma,1
14757,14300734,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14300734.csv,38,1,Corn,Coahoma,2
14758,13000175,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13000175.csv,38,1,Corn,Coahoma,5
14759,16209584,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16209584.csv,41,1,Corn,Coahoma,1
14760,12400421,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12400421.csv,38,1,Corn,Coahoma,1
14761,14110336,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14110336.csv,37,1,Corn,Coahoma,1
14762,13506698,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13506698.csv,38,1,Corn,Coahoma,2
14763,11902579,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\11902579.csv,36,1,Corn,Coahoma,3
14764,12105872,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12105872.csv,38,1,Corn,Coahoma,4
14765,12300803,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12300803.csv,40,1,Corn,Coahoma,5
14766,16904201,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\16904201.csv,40,1,Corn,Coahoma,1
14767,13313176,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\13313176.csv,42,1,Corn,Coahoma,2
14768,15307748,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\15307748.csv,36,1,Corn,Coahoma,5
14769,14007385,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\14007385.csv,42,1,Corn,Coahoma,3
14770,12106108,1,D:\DadaX\PhD\Research\0. CurrentWork\data\2019\Coahoma\12106108.csv,37,1,Corn,Coahoma,4
