idx,id,code,confidence,path,sequencelength,classid,classname,region,fold
16528,14917200,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14917200.csv,42,15,Other,Coahoma,2
16529,12503763,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12503763.csv,45,15,Other,Coahoma,4
16530,13403588,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13403588.csv,41,15,Other,Coahoma,3
16531,17009402,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17009402.csv,39,15,Other,Coahoma,5
16532,14912501,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14912501.csv,42,15,Other,Coahoma,2
16533,14105682,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14105682.csv,39,15,Other,Coahoma,1
16534,18304251,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18304251.csv,40,15,Other,Coahoma,5
16535,12004719,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12004719.csv,44,15,Other,Coahoma,5
16536,15712270,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15712270.csv,44,15,Other,Coahoma,3
16537,17303399,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17303399.csv,39,15,Other,Coahoma,2
16538,17701576,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17701576.csv,40,15,Other,Coahoma,2
16539,15802151,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15802151.csv,41,15,Other,Coahoma,5
16540,17308903,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17308903.csv,41,15,Other,Coahoma,2
16541,18206357,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18206357.csv,39,15,Other,Coahoma,5
16542,13800252,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13800252.csv,44,15,Other,Coahoma,4
16543,13101412,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13101412.csv,39,15,Other,Coahoma,1
16544,12902902,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12902902.csv,37,15,Other,Coahoma,4
16545,14102114,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14102114.csv,44,15,Other,Coahoma,1
16546,12708244,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12708244.csv,45,15,Other,Coahoma,3
16547,15605060,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15605060.csv,42,15,Other,Coahoma,2
16548,11500001,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\11500001.csv,45,15,Other,Coahoma,5
16549,13508408,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13508408.csv,42,15,Other,Coahoma,2
16550,12700060,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12700060.csv,44,15,Other,Coahoma,3
16551,14603346,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14603346.csv,45,15,Other,Coahoma,2
16552,12708546,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12708546.csv,47,15,Other,Coahoma,3
16553,15712207,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15712207.csv,40,15,Other,Coahoma,3
16554,13807165,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13807165.csv,42,15,Other,Coahoma,4
16555,12807090,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12807090.csv,43,15,Other,Coahoma,3
16556,13500527,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13500527.csv,44,15,Other,Coahoma,2
16557,15807647,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15807647.csv,44,15,Other,Coahoma,5
16558,12705229,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12705229.csv,43,15,Other,Coahoma,3
16559,12702867,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12702867.csv,45,15,Other,Coahoma,3
16560,15805712,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15805712.csv,39,15,Other,Coahoma,5
16561,15603015,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15603015.csv,44,15,Other,Coahoma,2
16562,14103524,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14103524.csv,39,15,Other,Coahoma,1
16563,14600575,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14600575.csv,44,15,Other,Coahoma,2
16564,17203265,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17203265.csv,40,15,Other,Coahoma,2
16565,12704688,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12704688.csv,44,15,Other,Coahoma,3
16566,16511253,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16511253.csv,42,15,Other,Coahoma,1
16567,13909635,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13909635.csv,39,15,Other,Coahoma,2
16568,14604807,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14604807.csv,47,15,Other,Coahoma,2
16569,15207626,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15207626.csv,42,15,Other,Coahoma,5
16570,12900595,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12900595.csv,41,15,Other,Coahoma,4
16571,16010928,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16010928.csv,43,15,Other,Coahoma,4
16572,15804844,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15804844.csv,41,15,Other,Coahoma,5
16573,17403230,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17403230.csv,39,15,Other,Coahoma,4
16574,18508025,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18508025.csv,39,15,Other,Coahoma,5
16575,17509565,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17509565.csv,41,15,Other,Coahoma,3
16576,15802199,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15802199.csv,44,15,Other,Coahoma,5
16577,14813005,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14813005.csv,41,15,Other,Coahoma,4
16578,15002896,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15002896.csv,43,15,Other,Coahoma,4
16579,14807253,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14807253.csv,42,15,Other,Coahoma,4
16580,17807140,61,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17807140.csv,37,15,Other,Coahoma,5
16581,14912372,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14912372.csv,41,15,Other,Coahoma,2
16582,14904662,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14904662.csv,42,15,Other,Coahoma,2
16583,18101588,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18101588.csv,38,15,Other,Coahoma,1
16584,18704676,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18704676.csv,40,15,Other,Coahoma,4
16585,18802056,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18802056.csv,39,15,Other,Coahoma,1
16586,17400633,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17400633.csv,40,15,Other,Coahoma,4
16587,13803720,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13803720.csv,45,15,Other,Coahoma,4
16588,15305045,121,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15305045.csv,39,15,Other,Coahoma,5
16589,18100457,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18100457.csv,40,15,Other,Coahoma,1
16590,18104530,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18104530.csv,39,15,Other,Coahoma,1
16591,14902282,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14902282.csv,42,15,Other,Coahoma,2
16592,18002574,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18002574.csv,39,15,Other,Coahoma,4
16593,14801373,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14801373.csv,44,15,Other,Coahoma,4
16594,16503616,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16503616.csv,42,15,Other,Coahoma,1
16595,12500301,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12500301.csv,43,15,Other,Coahoma,4
16596,14602399,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14602399.csv,44,15,Other,Coahoma,2
16597,15710973,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15710973.csv,41,15,Other,Coahoma,3
16598,15805989,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15805989.csv,39,15,Other,Coahoma,5
16599,13005204,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13005204.csv,39,15,Other,Coahoma,5
16600,13709301,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13709301.csv,42,15,Other,Coahoma,5
16601,13800027,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13800027.csv,44,15,Other,Coahoma,4
16602,14914381,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14914381.csv,42,15,Other,Coahoma,2
16603,12804434,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12804434.csv,39,15,Other,Coahoma,3
16604,14807416,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14807416.csv,42,15,Other,Coahoma,4
16605,12603571,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12603571.csv,41,15,Other,Coahoma,4
16606,13800677,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13800677.csv,44,15,Other,Coahoma,4
16607,17300639,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17300639.csv,41,15,Other,Coahoma,2
16608,15707608,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15707608.csv,44,15,Other,Coahoma,3
16609,15006645,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15006645.csv,41,15,Other,Coahoma,4
16610,12804311,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12804311.csv,39,15,Other,Coahoma,3
16611,17200839,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17200839.csv,41,15,Other,Coahoma,2
16612,16310031,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16310031.csv,40,15,Other,Coahoma,1
16613,16513632,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16513632.csv,43,15,Other,Coahoma,1
16614,15805272,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15805272.csv,40,15,Other,Coahoma,5
16615,16508769,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16508769.csv,40,15,Other,Coahoma,1
16616,14812744,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14812744.csv,44,15,Other,Coahoma,4
16617,13404565,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13404565.csv,44,15,Other,Coahoma,3
16618,14701755,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14701755.csv,43,15,Other,Coahoma,3
16619,14803067,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14803067.csv,45,15,Other,Coahoma,4
16620,16509743,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16509743.csv,42,15,Other,Coahoma,1
16621,13805877,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13805877.csv,40,15,Other,Coahoma,4
16622,13703723,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13703723.csv,43,15,Other,Coahoma,5
16623,17202806,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17202806.csv,41,15,Other,Coahoma,2
16624,15712187,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15712187.csv,41,15,Other,Coahoma,3
16625,16003555,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16003555.csv,41,15,Other,Coahoma,4
16626,16012027,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16012027.csv,44,15,Other,Coahoma,4
16627,16513432,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16513432.csv,43,15,Other,Coahoma,1
16628,18004418,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18004418.csv,36,15,Other,Coahoma,4
16629,15304530,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15304530.csv,37,15,Other,Coahoma,5
16630,17301911,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17301911.csv,40,15,Other,Coahoma,2
16631,12703806,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12703806.csv,45,15,Other,Coahoma,3
16632,14805438,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14805438.csv,45,15,Other,Coahoma,4
16633,16510444,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16510444.csv,43,15,Other,Coahoma,1
16634,16008515,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16008515.csv,43,15,Other,Coahoma,4
16635,15006268,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15006268.csv,43,15,Other,Coahoma,4
16636,13800602,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13800602.csv,42,15,Other,Coahoma,4
16637,14915128,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14915128.csv,42,15,Other,Coahoma,2
16638,18701569,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18701569.csv,39,15,Other,Coahoma,4
16639,14005606,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14005606.csv,40,15,Other,Coahoma,3
16640,15603175,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15603175.csv,43,15,Other,Coahoma,2
16641,15806507,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15806507.csv,46,15,Other,Coahoma,5
16642,17306308,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17306308.csv,40,15,Other,Coahoma,2
16643,18001853,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18001853.csv,39,15,Other,Coahoma,4
16644,14602812,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14602812.csv,44,15,Other,Coahoma,2
16645,17900609,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17900609.csv,39,15,Other,Coahoma,3
16646,13708170,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13708170.csv,42,15,Other,Coahoma,5
16647,13908215,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13908215.csv,40,15,Other,Coahoma,2
16648,13700011,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13700011.csv,40,15,Other,Coahoma,5
16649,12101858,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12101858.csv,41,15,Other,Coahoma,4
16650,17804384,61,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17804384.csv,37,15,Other,Coahoma,5
16651,12511303,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12511303.csv,42,15,Other,Coahoma,4
16652,14809002,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14809002.csv,44,15,Other,Coahoma,4
16653,18701238,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18701238.csv,38,15,Other,Coahoma,4
16654,14000428,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14000428.csv,41,15,Other,Coahoma,3
16655,14701804,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14701804.csv,44,15,Other,Coahoma,3
16656,13704504,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13704504.csv,45,15,Other,Coahoma,5
16657,15603644,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15603644.csv,43,15,Other,Coahoma,2
16658,13803334,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13803334.csv,44,15,Other,Coahoma,4
16659,12901524,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12901524.csv,42,15,Other,Coahoma,4
16660,16300570,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16300570.csv,39,15,Other,Coahoma,1
16661,13412209,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13412209.csv,45,15,Other,Coahoma,3
16662,15304391,121,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15304391.csv,42,15,Other,Coahoma,5
16663,13807613,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13807613.csv,42,15,Other,Coahoma,4
16664,16006856,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16006856.csv,41,15,Other,Coahoma,4
16665,18206768,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18206768.csv,40,15,Other,Coahoma,5
16666,15708085,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15708085.csv,44,15,Other,Coahoma,3
16667,11402216,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\11402216.csv,45,15,Other,Coahoma,3
16668,18800790,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18800790.csv,36,15,Other,Coahoma,1
16669,15004874,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15004874.csv,42,15,Other,Coahoma,4
16670,12710504,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12710504.csv,44,15,Other,Coahoma,3
16671,14801025,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14801025.csv,45,15,Other,Coahoma,4
16672,13913517,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13913517.csv,42,15,Other,Coahoma,2
16673,15205707,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15205707.csv,40,15,Other,Coahoma,5
16674,12901850,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12901850.csv,37,15,Other,Coahoma,4
16675,14908348,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14908348.csv,43,15,Other,Coahoma,2
16676,16504417,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16504417.csv,43,15,Other,Coahoma,1
16677,17303359,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17303359.csv,39,15,Other,Coahoma,2
16678,13501439,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13501439.csv,43,15,Other,Coahoma,2
16679,13806036,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13806036.csv,40,15,Other,Coahoma,4
16680,15104742,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15104742.csv,40,15,Other,Coahoma,2
16681,15710818,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15710818.csv,43,15,Other,Coahoma,3
16682,17307687,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17307687.csv,40,15,Other,Coahoma,2
16683,12800777,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12800777.csv,41,15,Other,Coahoma,3
16684,16508852,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16508852.csv,43,15,Other,Coahoma,1
16685,12801564,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12801564.csv,39,15,Other,Coahoma,3
16686,15706468,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15706468.csv,45,15,Other,Coahoma,3
16687,16517739,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16517739.csv,42,15,Other,Coahoma,1
16688,14902679,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14902679.csv,45,15,Other,Coahoma,2
16689,15702076,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15702076.csv,44,15,Other,Coahoma,3
16690,16513633,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16513633.csv,43,15,Other,Coahoma,1
16691,17400733,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17400733.csv,40,15,Other,Coahoma,4
16692,16501699,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16501699.csv,40,15,Other,Coahoma,1
16693,15602408,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15602408.csv,46,15,Other,Coahoma,2
16694,15712164,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15712164.csv,41,15,Other,Coahoma,3
16695,18700324,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18700324.csv,39,15,Other,Coahoma,4
16696,18606664,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18606664.csv,34,15,Other,Coahoma,1
16697,13910797,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13910797.csv,39,15,Other,Coahoma,2
16698,14915760,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14915760.csv,40,15,Other,Coahoma,2
16699,16501230,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16501230.csv,38,15,Other,Coahoma,1
16700,18400794,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18400794.csv,40,15,Other,Coahoma,5
16701,12705233,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12705233.csv,43,15,Other,Coahoma,3
16702,18001692,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18001692.csv,36,15,Other,Coahoma,4
16703,16705089,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16705089.csv,40,15,Other,Coahoma,1
16704,14105747,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14105747.csv,40,15,Other,Coahoma,1
16705,14811439,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14811439.csv,44,15,Other,Coahoma,4
16706,14603909,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14603909.csv,45,15,Other,Coahoma,2
16707,17300566,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17300566.csv,42,15,Other,Coahoma,2
16708,18700783,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18700783.csv,37,15,Other,Coahoma,4
16709,17307373,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17307373.csv,40,15,Other,Coahoma,2
16710,18400483,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18400483.csv,40,15,Other,Coahoma,5
16711,16508714,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16508714.csv,43,15,Other,Coahoma,1
16712,17306711,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\17306711.csv,40,15,Other,Coahoma,2
16713,14101584,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14101584.csv,39,15,Other,Coahoma,1
16714,13709119,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13709119.csv,41,15,Other,Coahoma,5
16715,13801867,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13801867.csv,43,15,Other,Coahoma,4
16716,14803082,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14803082.csv,43,15,Other,Coahoma,4
16717,13912594,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13912594.csv,42,15,Other,Coahoma,2
16718,11810935,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\11810935.csv,42,15,Other,Coahoma,4
16719,14908489,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14908489.csv,42,15,Other,Coahoma,2
16720,14105133,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14105133.csv,37,15,Other,Coahoma,1
16721,12704332,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12704332.csv,43,15,Other,Coahoma,3
16722,13913079,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13913079.csv,42,15,Other,Coahoma,2
16723,12706217,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\12706217.csv,43,15,Other,Coahoma,3
16724,15700203,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15700203.csv,44,15,Other,Coahoma,3
16725,16503998,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16503998.csv,38,15,Other,Coahoma,1
16726,16709755,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16709755.csv,42,15,Other,Coahoma,1
16727,14920005,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\14920005.csv,42,15,Other,Coahoma,2
16728,16510721,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\16510721.csv,41,15,Other,Coahoma,1
16729,18004906,111,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18004906.csv,36,15,Other,Coahoma,4
16730,13707424,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\13707424.csv,44,15,Other,Coahoma,5
16731,15603527,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\15603527.csv,44,15,Other,Coahoma,2
16732,18303956,190,100,D:\DadaX\PhD\Research\0. CurrentWork\data\2020\Coahoma\18303956.csv,39,15,Other,Coahoma,5
